~id,~label,Name:String,HCPCS:String,NPI:Int,Fraud:String,Female:Int,tot_suplrs_standard_deviation:Double,tot_suplrs_mean:Double,tot_suplrs_sum:Double,tot_suplr_benes_standard_deviation:Double,tot_suplr_benes_mean:Double,tot_suplr_benes_sum:Double,tot_suplr_clms_standard_deviation:Double,tot_suplr_clms_mean:Double,tot_suplr_clms_sum:Double,tot_suplr_srvcs_standard_deviation:Double,tot_suplr_srvcs_mean:Double,tot_suplr_srvcs_sum:Double,avg_suplr_sbmtd_chrg_standard_deviation:Double,avg_suplr_sbmtd_chrg_mean:Double,avg_suplr_sbmtd_chrg_sum:Double,avg_suplr_mdcr_pymt_amt_standard_deviation:Double,avg_suplr_mdcr_pymt_amt_mean:Double,avg_suplr_mdcr_pymt_amt_sum:Double,bene_unique_cnt_mean:Double,bene_unique_cnt_sum:Double,bene_unique_cnt_standard_deviation:Double,line_svc_cnt_mean:Double,line_svc_cnt_sum:Double,line_svc_cnt_standard_deviation:Double,bene_day_srvc_cnt_mean:Double,bene_day_srvc_cnt_sum:Double,bene_day_srvc_cnt_standard_deviation:Double,average_submitted_chrg_amt_mean:Double,average_submitted_chrg_amt_sum:Double,average_submitted_chrg_amt_standard_deviation:Double,average_medicare_payment_amt_mean:Double,average_medicare_payment_amt_sum:Double,average_medicare_payment_amt_standard_deviation:Double,total_claim_count_mean:Double,total_claim_count_sum:Double,total_claim_count_standard_deviation:Double,total_30_day_fill_count_mean:Double,total_30_day_fill_count_sum:Double,total_30_day_fill_count_standard_deviation:Double,total_day_supply_mean:Double,total_day_supply_sum:Double,total_day_supply_standard_deviation:Double,total_drug_cost_mean:Double,total_drug_cost_sum:Double,total_drug_cost_standard_deviation:Double,bene_count_mean:Double,bene_count_sum:Double,bene_count_standard_deviation:Double
v800,Provider,,,1134486780,NO,1,0,0.602059991,0.903089987,0,0.698970004,1,0,1.079181246,1.380211242,1.380211242,1.462397998,1.770852012,2.363006019,2.353623427,2.654653423,2.139864922,2.01629126,2.317321255,1.414973348,2.204119983,1,1.491361694,2.278753601,1.176091259,1.491361694,2.278753601,1.176091259,2.270882084,3.049033334,1.92675272,1.799909825,2.578061075,1.435726109,1.146128036,2.252853031,0.602059991,1.376576957,2.455758203,1.144088015,2.84509804,3.924795996,2.626340367,3.849947218,4.929128464,4.083432269,0.698970004,1.77815125,0
v801,Provider,,,1134495054,NO,0,0.301029996,0.477121255,1.62324929,0.477121255,0.77815125,1.880813592,1.113943352,1.301029996,2.352182518,1.602059991,1.568201724,2.614897216,2.374999123,2.254452861,3.295845546,1.799227566,1.613348932,2.654741617,1.62324929,2.90579588,1.544068044,1.812913357,3.097604329,1.851258349,1.812913357,3.094471129,1.851258349,1.97605501,3.254808611,1.544183624,1.744524132,3.023277733,1.419073924,1.380211242,3.438225808,1.176091259,1.654099154,3.703317177,1.580532468,3.124504225,5.173934708,3.058426024,3.361076412,5.410294434,3.70196917,0.77815125,2.863917377,0.477121255
v802,Provider,,,1134541246,NO,0,0,0,0,0,0.698970004,0.698970004,0,1.041392685,1.041392685,0,1.041392685,1.041392685,0,2.977723605,2.977723605,0,2.696236419,2.696236419,1.380211242,2.50242712,1.204119983,1.556302501,2.672097858,1.230448921,1.462397998,2.57863921,1.301029996,2.047656156,3.161599509,1.861920957,1.467385587,2.581328939,1.269532942,1.579783597,3.072617477,1.602059991,1.585642633,3.077004327,1.610453706,2.691081492,4.182870964,2.557507202,2.86455261,4.355914304,2.951797266,1.380211242,2.877946952,1.414973348
v803,Provider,,,1134553456,NO,0,0,0,0,0,1.041392685,1.041392685,0,1.041392685,1.041392685,0,1.041392685,1.041392685,0,2.204119983,2.204119983,0,1.597605446,1.597605446,1.301029996,2.898725182,0.954242509,1.397940009,2.989894564,1.041392685,1.380211242,2.969881644,1.041392685,2.942159963,4.52194356,3.235728531,1.720767349,3.300550946,1.62367588,1.740362689,3.286007122,1.672097858,1.755417463,3.299485507,1.667466197,2.92890769,4.472975735,2.745074792,3.503133629,5.047201674,3.63276752,1.602059991,3.147367108,1.462397998
v804,Provider,,,1134564677,NO,1,0.301029996,0.77815125,1.643452676,0.77815125,1.041392685,1.886490725,0.954242509,1.278753601,2.1430148,1.414973348,1.544068044,2.396199347,1.558938707,1.576151736,2.421249776,0.880376028,0.787480652,1.632578692,1.681241237,2.86332286,1.73239376,1.812913357,2.993876915,1.86923172,1.812913357,2.993876915,1.86923172,2.374111752,3.550203011,1.866605004,1.712106786,2.888198045,1.204011647,1.462397998,3.668572269,1.397940009,1.760683217,3.962080341,1.772478307,3.229681842,5.431078967,3.253095586,3.130950326,5.332347451,3.504816976,1.113943352,3.31868927,1.041392685
v805,Provider,,,1134568678,NO,1,0,0,0,0,0.698970004,0.698970004,0,1.397940009,1.397940009,0,1.397940009,1.397940009,0,1.875003354,1.875003354,0,0.911690159,0.911690159,1.77815125,2.926342447,1.72427587,1.919078092,3.068185862,1.934498451,1.919078092,3.068185862,1.934498451,2.42089833,3.567026366,2.346309394,1.991260162,3.137388198,1.668000674,1.322219295,3.271609301,1.041392685,1.493161481,3.432680734,1.285125612,2.964730921,4.90447751,2.767897616,2.930644495,4.870163748,3.245332345,0.77815125,2.778874472,0.602059991
v806,Provider,,,1134590466,NO,0,0.301029996,0.301029996,0.698970004,0,0.698970004,1,0,1.079181246,1.397940009,1.176091259,1.361727836,1.662757832,1.754357999,2.020508127,2.321538123,0.748384868,1.004288701,1.305318697,1.602059991,2.564666064,1.612783857,1.69019608,2.650307523,1.740362689,1.69019608,2.650307523,1.740362689,2.087302598,3.041545107,1.867474276,1.517983766,2.472226275,1.245116479,1.361727836,3.115943177,1.204119983,1.696637173,3.4448252,1.661139655,3.148910993,4.897198082,3.155032229,2.80601478,4.554202807,3.279874869,1,2.787460475,0.903089987
v807,Provider,,,1134600133,NO,1,0.477121255,0.602059991,1.255272505,0,0.698970004,1.301029996,0.84509804,1.230448921,1.84509804,2.698970004,2.42975228,3.031812271,1.960853234,1.889501247,2.491561238,1.366974681,1.446898799,2.04895879,2.130333768,2.432969291,2.096910013,2.522444234,2.823474229,2.540329475,2.522444234,2.823474229,2.540329475,2.096910013,2.397940009,1.548455007,1.769474519,2.070504515,1.169499915,1.414973348,1.892094603,1.113943352,1.414973348,1.892094603,1.142778655,2.603144373,3.080987047,2.437750563,3.382493724,3.859614979,3.589914565,1.278753601,1.755874856,1.176091259
v808,Provider,,,1134626096,NO,1,0,0,0,0,0.698970004,0.698970004,0,1.255272505,1.255272505,0,1.255272505,1.255272505,0,2.881087797,2.881087797,0,1.758987547,1.758987547,1.84509804,2.322219295,1.301029996,2.075546961,2.553883027,1.770852012,2.075546961,2.553883027,1.770852012,2.382222203,2.859343457,1.486221419,1.785412471,2.262533726,1.086876268,1.113943352,1.73239376,0,1.130333768,1.73239376,0.238560627,2.152288344,2.755112266,2.117271296,1.98670457,2.588764561,1.917505663,1.113943352,1.73239376,0
v809,Provider,,,1134635568,NO,1,0,0.477121255,1.176091259,0,0.698970004,1.397940009,0.301029996,1.079181246,1.799340549,1.146128036,1.278753601,1.995635195,2.245459945,2.194715469,2.893685474,1.331620574,1.364131895,2.0631019,1.230448921,1.72427587,0.77815125,1.278753601,1.770852012,0.698970004,1.278753601,1.770852012,0.698970004,2.140926842,2.618048097,1.739162978,1.825750581,2.302871836,1.347408164,1.361727836,3.106190897,1.204119983,1.569629239,3.309991929,1.507894163,3.014100322,4.75471519,2.995196292,2.929865068,4.670227757,3.352419129,0.903089987,2.665580991,0.698970004
v810,Provider,,,1134649379,NO,0,0,0,0.301029996,0,0.698970004,1,0.301029996,1.079181246,1.397940009,0.301029996,1.079181246,1.397940009,1.706334681,2.063596033,2.364626029,1.311112139,1.483363113,1.784393109,1.806179974,2.955206538,1.748188027,2.201397124,3.349860082,2.198657087,2.201397124,3.349860082,2.198657087,2.109385677,3.255513713,1.514898077,1.79712012,2.943248155,1.16751658,1.505149978,3.402089351,1.477121255,1.515075274,3.407169876,1.493011626,2.686636269,4.579497783,2.582063363,3.080594438,4.972689041,3.340339195,0.903089987,2.795880017,0.698970004
v811,Provider,,,1134666787,NO,1,0,0.301029996,0.903089987,0,0.698970004,1.301029996,1,1.380211242,1.991226076,1,1.380211242,1.991226076,1.469174386,1.584593312,2.186653303,1.232337326,1.254491804,1.856551795,1.653212514,3.317436497,1.491361694,2.071882007,3.735279448,2.267171728,2.068185862,3.734079407,2.267171728,2.156112152,3.818869984,1.965997529,1.848008295,3.510766127,1.624680891,1.62324929,4.045753148,1.643452676,1.660594983,4.080550731,1.676948164,3.108226656,5.528195275,3.142076461,3.346051595,5.766007344,3.8074802,0.954242509,3.391288049,0.903089987
v812,Provider,,,1144202805,YES,0,0,0,0,0,0.698970004,0.698970004,0,1.041392685,1.041392685,0,1.041392685,1.041392685,0,2.103769523,2.103769523,0,1.912110895,1.912110895,1.886490725,2.58546073,1.740362689,2.33243846,3.033021445,2.354108439,2.33243846,3.033021445,2.354108439,2.031411183,2.730381187,1.882294403,1.651790589,2.350760593,1.324023577,2.049218023,3.632457292,2.158362492,2.055911214,3.635694811,2.163360064,3.53058386,5.110492067,3.637689819,3.894680858,5.474464455,4.091767618,1.361727836,2.951823035,1.447158031
v813,Provider,,,1144204363,NO,1,0,0,1.255272505,0.477121255,0.77815125,1.959041392,0.477121255,1.176091259,2.328379603,0.698970004,1.204119983,2.371067862,2.2038706,2.374109328,3.520237364,1.388717669,1.515371651,2.661499686,1.880813592,3.766338475,1.892094603,2.240549248,4.123296173,2.439332694,2.240549248,4.123296173,2.439332694,2.330471116,4.211284709,1.98629859,1.825626414,3.706440006,1.452999533,1.397940009,3.534280005,1.255272505,1.411569077,3.535420718,1.269270962,2.767897616,4.892306131,2.694605199,3.13658123,5.260432871,3.432586954,0.903089987,3.031408464,0.84509804
v814,Provider,,,1144204629,NO,0,0.301029996,0.477121255,2.1430148,0,0.698970004,2.274157849,0.77815125,1.204119983,2.771587481,2.625312451,2.079181246,3.626134979,1.977805206,2.033511434,3.577579478,1.28341406,1.258858059,2.802926103,1.681241237,3.981048059,1.662757832,1.806179974,4.102365091,1.851258349,1.806179974,4.10222783,1.851258349,1.827864137,4.122330363,1.877811158,1.44865319,3.743119416,1.57195285,1.707570176,4.5657652,1.806179974,2.02275636,4.87948525,2.217001359,3.485437481,6.342241424,3.696268997,3.216907933,6.073636824,3.423154638,1.146128036,4.009875634,1.204119983
v815,Provider,,,1144205584,NO,0,0.477121255,0.698970004,2.531478917,0.77815125,0.954242509,2.745074792,1.763427994,1.875061263,3.646109522,3.79302166,3.717587297,5.488470336,0.919999843,0.899968521,2.670820533,0.808033224,0.63477009,2.405622102,1.633468456,3.928805371,1.612783857,2.808885867,5.099559795,3.427648371,1.897627091,4.1925117,1.973127854,3.046707294,5.336741905,3.241120602,2.207227391,4.497262003,2.493196275,1.51851394,3.926651077,1.447158031,1.640765846,4.047306026,1.591983379,3.10754913,5.514343174,3.065206128,3.691546121,6.098086302,4.239600534,0.84509804,3.276691529,0.698970004
v816,Provider,,,1144210576,NO,0,0,0.84509804,1.176091259,0.698970004,0.954242509,1.255272505,0.602059991,1.380211242,1.69019608,1.51851394,1.763427994,2.068185862,1.420898635,1.495990678,1.797020673,0.55848445,0.563800357,0.864830353,1.72427587,3.269512944,1.73239376,1.913813852,3.462098381,2.041392685,1.913813852,3.461948495,2.041392685,2.20515962,3.749227665,2.079044091,1.819423937,3.363491981,1.692895724,1.556302501,3.981954444,1.591064607,1.75965332,4.174626668,1.879374537,3.198657087,5.613873521,3.363423933,3.24509556,5.660068908,3.587326214,1.079181246,3.495266744,1.079181246
v817,Provider,,,1144210667,NO,0,0,0,1.462397998,0,0.698970004,1.875061263,0.477121255,1.176091259,2.361727836,2.26245109,2.526339277,3.703119346,2.210556042,1.837158114,3.013249374,1.806579053,1.340433063,2.516524322,1.397940009,3.186391216,1.146128036,1.672097858,3.459241665,1.681241237,1.662757832,3.449015316,1.672097858,3.079456416,4.857607666,3.266270954,2.498846503,4.276997753,2.700231804,1.041392685,1.041392685,0,1.041392685,1.041392685,0,1.113943352,1.113943352,0,2.101472117,2.101472117,0,1.041392685,1.041392685,0
v818,Provider,,,1144212978,YES,0,0.301029996,0.602059991,1.819543936,0,0.698970004,1.880813592,0.602059991,1.255272505,2.408239965,1.230448921,1.462397998,2.622214023,2.040894673,1.826653024,2.97278106,1.473970808,1.226227625,2.372355661,1.414973348,2.120573931,1.301029996,1.51851394,2.225309282,1.491361694,1.51851394,2.225309282,1.491361694,2.021189299,2.720159303,1.573064018,1.683291755,2.382261759,1.399193265,1.414973348,3.176669933,1.301029996,1.582641399,3.338516255,1.443091424,3.025305865,4.781547151,2.933993164,3.096352661,4.852227517,3.399057469,1.146128036,2.921166051,1.113943352
v819,Provider,,,1144213869,NO,0,0.602059991,0.698970004,2.790285164,1.079181246,1.041392685,3.138302698,1.579783597,1.602059991,3.680244837,3.117933835,2.718501689,4.79089008,2.151078781,2.009991401,4.081873409,1.606887342,1.412483977,3.484365985,2.093421685,4.337419324,2.079181246,2.631443769,4.874661529,2.857332496,2.421603927,4.665083566,2.608526034,1.775402712,4.01844076,1.755689319,1.497503519,3.740541568,1.52491365,1.886490725,5.004446054,2.025305865,2.057359778,5.17263737,2.244393169,3.51401618,6.62937514,3.720737977,3.555478352,6.670755943,3.854598811,1.230448921,4.345863629,1.342422681
v820,Provider,,,1144215229,NO,0,0,0,0,0,0.698970004,0.698970004,0,1.041392685,1.041392685,0,1.041392685,1.041392685,0,2.971781303,2.971781303,0,2.119972322,2.119972322,1.602059991,3.590618948,1.397940009,1.716003344,3.701913211,1.643452676,1.698970004,3.687172105,1.633468456,2.552876282,4.535147515,2.462844365,1.985469256,3.967740489,1.72835205,1.447158031,3.758381942,1.342422681,1.614495215,3.919846584,1.565811037,3.07773118,5.383183205,3.045714059,4.093412629,6.398763999,4.536540188,0.77815125,3.095518042,0.602059991
v821,Provider,,,1144216508,NO,1,0,0,1.361727836,1.230448921,1.462397998,2.677606953,1.204119983,1.477121255,2.685741739,1.903089987,1.959041392,3.164352856,1.999598107,2.100793572,3.304913555,1.843556699,1.837981196,3.042101178,1.84509804,3.961848059,1.851258349,2.08278537,4.199837422,2.127104798,2.029383778,4.144480801,2.075546961,2.242004956,4.355948308,2.098036975,1.597031398,3.71097475,1.414571479,1.568201724,3.367542274,1.51851394,1.614199581,3.406591271,1.5520135,2.988558957,4.781080078,3.037426498,3.881438501,5.67383019,4.402475549,1.361727836,3.162564407,1.278753601
v822,Provider,,,1144220302,NO,0,0,0,0.698970004,0,0.698970004,1.301029996,0,1.079181246,1.707570176,0,1.079181246,1.707570176,2.157093949,2.651006495,3.253066486,1.620934459,2.077613149,2.67967314,1.86923172,2.986323777,1.602059991,1.892094603,3.009450896,1.62324929,1.892094603,3.008600172,1.62324929,2.886516715,4.000460067,2.709803833,1.820483959,2.934427311,1.620311269,1.322219295,2.855519156,1,1.337005216,2.855519156,1.02753054,2.139879086,3.659345636,1.819543936,2.258028894,3.776542834,2.185685028,1.322219295,2.84260924,1
v823,Provider,,,1144220385,NO,1,0,0.301029996,1.113943352,0,0.698970004,1.477121255,0,1.079181246,1.857332496,3.343408594,3.01911629,3.79761373,1.932380322,1.797584885,2.575736135,1.515070638,1.378628215,2.156779465,1.505149978,3.162564407,1.322219295,1.84509804,3.498310554,1.785329835,1.838849091,3.497482537,1.785329835,2.436312889,4.089525403,2.134100396,1.918271996,3.571484509,1.674156923,1.414973348,3.667452953,1.230448921,1.500980519,3.741529767,1.392360443,2.937016107,5.177726913,2.876217841,4.281512693,6.522061941,4.749491671,0.84509804,3.114610984,0.602059991
v824,Provider,,,1144220641,NO,1,0.602059991,0.698970004,1.973127854,0.301029996,0.698970004,1.995635195,0.77815125,1.255272505,2.496929648,1.556302501,1.62324929,2.860936621,2.223779484,2.066486725,3.296935647,1.441675035,1.288060488,2.518509409,1.544068044,3.327971624,1.322219295,1.681241237,3.464936429,1.681241237,1.681241237,3.464936429,1.681241237,1.842894421,3.621045671,1.716484197,1.654359067,3.432510317,1.61991058,1.531478917,4.194097886,1.477121255,1.89190149,4.542209013,1.923499475,3.363799945,6.014224328,3.403120521,3.17594888,5.826256404,3.46542982,0.954242509,3.635584266,0.903089987
v825,Provider,,,1144225137,NO,0,0,0,0,0,0.698970004,0.698970004,0,1.079181246,1.079181246,0,1.079181246,1.079181246,0,2.041392685,2.041392685,0,1.644446796,1.644446796,1.72427587,3.641474111,1.633468456,1.755874856,3.67678503,1.707570176,1.755874856,3.67678503,1.707570176,2.270586395,4.184400247,1.808065313,1.899597252,3.813411105,1.492138433,1.643452676,4.086573366,1.69019608,1.964339078,4.400501725,2.077685037,3.43679851,5.873083332,3.55448916,4.593881671,7.030044318,5.024528175,1.041392685,3.512150537,1.176091259
v826,Provider,,,1144226267,NO,0,1.176091259,1.079181246,2.487138375,1.414973348,1.380211242,2.788168371,1.785329835,1.755874856,3.155943018,2.629409599,2.556302501,3.955350957,2.299300709,1.995913308,3.393853317,1.970481198,1.629640139,3.027580147,2.017033339,3.662190991,2.08278537,2.290034611,3.933639113,2.478566496,2.290034611,3.933537902,2.478566496,2.269964833,3.91341751,2.116610825,1.78090295,3.424355626,1.671639873,1.662757832,4.393294356,1.785329835,2.058608237,4.780418852,2.220085652,3.532372134,6.254231122,3.696967641,4.165915196,6.887725811,4.519059939,1.176091259,3.90227492,1.301029996
v827,Provider,,,1144227596,NO,0,0,0.301029996,1.72427587,0.77815125,1.230448921,2.488550717,1.322219295,1.531478917,2.791690649,1.568201724,1.662757832,2.923761961,2.830563919,2.701869062,3.957141567,2.435242392,2.126067446,3.381339951,2.103803721,4.125318578,2.164352856,2.583198774,4.605326599,2.808885867,2.442479769,4.463967604,2.627365857,2.392735144,4.413924443,2.819640958,1.872669617,3.893858916,2.132930402,2.06069784,4.759735816,2.350248018,2.077510761,4.772992438,2.357674548,3.528531061,6.224031924,3.814047721,4.298602539,6.994084216,4.800440104,1.301029996,4.008727887,1.491361694
v828,Provider,,,1144236266,NO,1,0.301029996,0.602059991,1.653212514,0,0.698970004,1.740362689,0.903089987,1.255272505,2.31386722,1.278753601,1.556302501,2.599883072,2.006755516,2.205279865,3.24667255,0.980872928,1.069369452,2.110762137,1.462397998,3.322012439,1.278753601,2.550228353,4.408358701,3.111598525,1.672097858,3.537189226,1.612783857,2.208197671,4.065530168,2.172905856,1.577879104,3.4352116,1.512353847,1.477121255,4.163757524,1.397940009,1.737995495,4.424631764,1.769981292,3.207365037,5.894159267,3.250175948,3.762886026,6.449522295,4.392188067,0.903089987,3.635584266,0.84509804
v829,Provider,,,1144266289,NO,0,0,0.301029996,0.903089987,0.698970004,0.954242509,1.591064607,0.301029996,1.113943352,1.716003344,1.986771734,1.792391689,2.394451681,2.502501372,2.404219405,3.006279396,1.652935668,1.798082789,2.400142781,1.832508913,3.660960292,1.838849091,2.45331834,4.280168465,2.936513742,1.919078092,3.749272408,1.977723605,2.543390939,4.369465741,2.994477941,1.823359442,3.649434244,2.23502783,1.73239376,2.994317153,1.748188027,1.776135959,3.031408464,1.766944361,3.022840611,4.278364848,3.094121596,3.219099232,4.474371737,3.395530853,1.431363764,2.691081492,1.414973348
v830,Provider,,,1144269168,NO,1,0.477121255,0.477121255,1.531478917,0,0.698970004,1.698970004,0.903089987,1.278753601,2.283301229,1.361727836,1.431363764,2.431363764,2.187870935,2.150358323,3.150358323,1.159001921,1.399856127,2.399856127,1.681241237,3.586137025,1.62324929,2.008600172,3.913707914,2.167317335,2.008600172,3.913654935,2.167317335,2.188708989,4.091798976,1.910226411,1.699194419,3.602284406,1.4391918,1.544068044,3.921634461,1.633468456,1.629235296,3.998451153,1.645776331,3.01911629,5.388573622,3.020775488,2.998932478,5.368148335,3.214052607,0.903089987,3.285557309,0.77815125
v831,Provider,,,1144282351,NO,0,0.477121255,0.477121255,1.681241237,0.301029996,0.698970004,1.919078092,1.278753601,1.556302501,2.710963119,3.456062224,3.053462605,4.199892244,2.947440111,2.73970397,3.885832005,2.494086599,2.170581338,3.316709374,1.612783857,3.664171705,1.51851394,1.832508913,3.886208624,1.949390007,1.832508913,3.885813375,1.949390007,2.329448211,4.378666233,2.213974567,1.858925113,3.908143136,1.653920749,1.612783857,3.510946949,1.505149978,1.686579708,3.584206799,1.5933105,3.155639634,5.053301299,3.070776463,5.162587318,7.060214409,5.381684767,0.903089987,2.825426118,0.698970004
v832,Provider,,,1144285453,NO,0,0,0.301029996,1.785329835,0.698970004,0.903089987,2.252853031,0.698970004,1.255272505,2.591064607,0.77815125,1.278753601,2.603144373,2.243017377,2.118945956,3.441165251,2.085634329,1.858265271,3.180484565,1.69019608,3.986413405,1.73239376,1.819543936,4.115610512,1.934498451,1.792391689,4.089021501,1.903089987,2.998098539,5.28813315,3.261362,2.195339637,4.485374249,2.432916938,1.886490725,3.8143142,2.049218023,1.899586023,3.823865309,2.05031527,2.936010796,4.860649389,2.946943271,3.086009177,5.010288463,3.277018008,1.505149978,3.441695136,1.531478917
v833,Provider,,,1144286782,NO,0,0,0,0,0,0.698970004,0.698970004,0,1.176091259,1.176091259,0,1.176091259,1.176091259,0,1.843419665,1.843419665,0,1.585445689,1.585445689,1.204119983,2.336459734,0.602059991,1.799340549,2.913283902,1.72427587,1.799340549,2.913283902,1.72427587,2.377404784,3.491348136,2.046453058,1.642940181,2.756883533,1.127614351,1.342422681,2.802089258,1.146128036,1.361323025,2.808481057,1.185525277,2.668385917,4.116308815,2.641474111,3.816356134,5.263514165,4.317672627,0.954242509,2.42975228,0.698970004
v834,Provider,,,1144289505,NO,1,0,0,0.301029996,0,0.698970004,1,0.602059991,1.176091259,1.491361694,0.602059991,1.176091259,1.491361694,2.314505268,2.302932717,2.603962713,1.252090244,1.589670402,1.890700398,1.579783597,3.3232521,1.51851394,1.770852012,3.504062883,1.886490725,1.770852012,3.504062883,1.886490725,2.475788208,4.208181968,2.139309979,1.90869023,3.641083989,1.565538289,1.079181246,1.880813592,0.477121255,1.108339475,1.886490725,0.494873183,2.414973348,3.194514342,2.056904851,1.965421224,2.743572474,1.728894547,0.903089987,1.681241237,0.698970004
v835,Provider,,,1144293580,NO,0,0,0,0.301029996,0,0.698970004,1,0,1.041392685,1.342422681,0,1.041392685,1.342422681,1.730298594,1.792391689,2.093421685,0.745309208,0.997505527,1.298535523,2.086359831,4.190415747,2.267171728,2.155336037,4.259522207,2.305351369,2.155336037,4.259283216,2.305351369,2.170479746,4.274283467,2.102865465,1.673347762,3.777151483,1.543566865,1.770852012,4.157819284,1.748188027,2.146566211,4.530381577,2.143064438,3.621176282,6.005049604,3.620136055,3.71838927,6.102204636,4.074543402,1.230448921,3.620448385,1.204119983
v836,Provider,,,1144294125,NO,0,0.477121255,0.698970004,1.62324929,0.477121255,0.77815125,1.69019608,0.77815125,1.204119983,2.11058971,1.579783597,1.602059991,2.514547753,2.516874688,2.338375108,3.241465095,1.57851433,1.417364817,2.320454804,1.653212514,3.524655712,1.633468456,1.86923172,3.737510691,2.025305865,1.86923172,3.737510691,2.025305865,2.034685185,3.898008045,2.053958197,1.695488124,3.558810984,1.692443244,1.556302501,4.317499221,1.568201724,1.83026947,4.591445283,1.939925763,3.2955671,6.056909042,3.418135498,3.336314249,6.097490062,3.616119642,1,3.793930007,1.041392685
v837,Provider,,,1144294455,NO,0,0,0.301029996,0.84509804,0.698970004,1.230448921,1.716003344,0.698970004,1.230448921,1.716003344,0.698970004,1.322219295,1.812913357,1.148666131,1.845866048,2.322987302,0.2444908,1.63080289,2.107924145,2.012837225,3.885191541,2.127104798,2.100370545,3.970346876,2.190331698,2.093421685,3.965295796,2.190331698,2.656558611,4.525790331,2.872713114,2.118044095,3.987275815,2.189329449,1.602059991,3.528659645,1.505149978,1.720326686,3.644605972,1.631925759,3.139879086,5.064319442,3.07773118,3.621119183,5.54539847,3.689113192,1.176091259,3.121887985,1.230448921
v838,Provider,,,1144295312,NO,0,0.477121255,0.77815125,1.949390007,0,0.698970004,1.880813592,0.77815125,1.255272505,2.416640507,1.380211242,1.556302501,2.703291378,1.823227727,1.837567949,2.983695984,1.458319071,1.236454886,2.382582922,1.838849091,3.937918903,1.857332496,2,4.099335278,2.08278537,1.973127854,4.07272769,2.089905111,2.79885583,4.895765843,2.795185534,1.978433017,4.07534303,1.989594437,1.698970004,4.333225536,1.851258349,2.044398119,4.676855411,2.265278109,3.516931809,6.149520242,3.742725131,3.537155005,6.169612297,3.918708824,1.176091259,3.834547858,1.342422681
v839,Provider,,,1144297474,NO,0,0.77815125,0.77815125,2.551449998,1.041392685,1.041392685,2.794488047,1.568201724,1.531478917,3.267875419,3.029789471,2.638489257,4.363536771,1.960028557,1.874158533,3.598434403,1.277715735,1.126606615,2.850882485,2.053078443,3.886603514,2.093421685,2.292256071,4.124862728,2.382017043,2.281033367,4.114577627,2.387389826,1.95373505,3.786243962,1.77270017,1.642502368,3.475011281,1.674739562,1.770852012,4.786531381,1.880813592,1.973424858,4.986683523,2.151935268,3.432969291,6.446279403,3.632153484,3.573075849,6.586334514,3.970727248,1.079181246,4.123230777,1.146128036
v840,Provider,,,1144327214,NO,1,0,0.301029996,1.716003344,1,1.255272505,2.673941999,0.954242509,1.278753601,2.696356389,1.591064607,1.653212514,3.054613055,2.08473394,2.097268711,3.49520872,1.980943008,1.977638927,3.375578936,2.021189299,4.018700499,2,2.31386722,4.310693312,2.380211242,2.301029996,4.298722114,2.385606274,2.117975373,4.113610567,2.163575433,1.705159129,3.700794323,1.682808234,1.278753601,2.789580712,1,1.315970345,2.807332039,1.072642757,2.545307116,4.037346804,2.481442629,3.151951789,4.643313483,3.473121246,1.113943352,2.617000341,0.954242509
v841,Provider,,,1144328303,NO,0,0.477121255,0.84509804,1.924279286,0.301029996,0.698970004,1.826074803,0.77815125,1.230448921,2.330413773,1.544068044,1.698970004,2.77815125,1.393092592,1.639060237,2.718241483,0.724341768,0.834463493,1.913644739,1.51851394,2.903632516,1.322219295,1.770852012,3.152594078,1.740362689,1.770852012,3.152288344,1.740362689,2.003418441,3.383629683,1.852689475,1.600138768,2.980350009,1.609111045,1.806179974,4.802404247,1.954242509,2.060654689,5.055850981,2.276700447,3.530071569,6.525353371,3.755188586,3.508123772,6.503320064,3.808241166,1.204119983,4.214525955,1.342422681
v842,Provider,,,1144330218,NO,0,0.77815125,0.84509804,2.442479769,0.84509804,0.954242509,2.574031268,1.255272505,1.414973348,3.003891166,2.902546779,2.460897843,4.041116228,2.035739384,1.88105768,3.460841276,1.371518079,1.17177692,2.751560516,1.77815125,3.985785618,1.819543936,1.939519253,4.144044637,2.008600172,1.913813852,4.11541079,2.012837225,2.009775205,4.211172329,1.934440812,1.663547394,3.864944518,1.69656465,1.602059991,4.578879781,1.653212514,1.912225468,4.883037079,2.073915411,3.374381698,6.345304905,3.553761698,3.426941034,6.397752645,3.709176835,1.079181246,4.060093184,1.146128036
v843,Provider,,,1144336744,NO,1,0.77815125,0.602059991,1.785329835,0.698970004,0.84509804,1.968482949,1.176091259,1.342422681,2.46686762,1.653212514,1.72427587,2.84509804,1.936008332,1.982017827,3.095961179,1.127535411,1.147417627,2.261360979,1.72427587,3.973774194,1.681241237,1.86332286,4.110657038,1.86332286,1.86332286,4.10994958,1.86332286,2.00454541,4.250058077,1.978338926,1.576786194,3.822298862,1.608394726,1.672097858,4.72722396,1.785329835,1.839569354,4.886844221,2.007017203,3.282395505,6.329843946,3.473194909,3.373567271,6.420842138,3.639863131,1,4.050766311,1.041392685
